ss,sp,ps,pp,sent,s_freq,p_freq,freq
4.178473770141608,1.4993400421142553,-0.9493794403076095,1.4886305236816213,abductor,15,19,34
2.36312141418459,-1.1474384613037216,0.2354735107421817,2.7550946807861294,aboriginal,830,72,902
3.6775623779296893,0.24928697204589412,0.4357821655273426,2.9758740081787067,aborigine,20,235,255
4.046456787109378,0.44962338256836176,-0.0966902160644878,2.7168430023193366,absentee,111,6,117
2.103296005249021,-1.5830930175781361,-1.1947553253173737,2.5259888153076133,abstainer,4,4,8
4.1505875701904245,0.9141764221191409,-0.8127937774657994,1.8767346191406205,accumulator,26,24,50
3.5816657409667982,0.3077232666015419,-0.7158512573242035,1.7935423736572318,accuser,39,38,77
4.906047943115212,1.8721319427490357,0.4580298004150478,3.0193264160156446,ace,1494,295,1789
4.113725616455071,0.6341013183593702,0.771888732910142,3.382277832031221,achiever,25,6,31
4.119245986938452,0.8223371887207094,-0.8347526855469027,1.6787346801757792,acquaintance,373,218,591
3.7725869293213066,0.6059311065673825,0.11229792785645998,2.838915344238302,addict,145,72,217
3.625752075195308,0.10050563049317418,-0.17730680847165559,2.136155776977546,adherent,66,352,418
3.384250381469741,-0.12111488342283394,-1.664259552001937,1.4363488006592036,adjudicator,11,5,16
3.9346276550292743,0.5290371856689404,-1.560205123901369,1.261328948974608,administrator,782,492,1274
4.246011215209947,0.946982299804688,-1.0084248352050764,1.8068927459716377,admirer,270,182,452
3.500623428344724,0.12690763854978115,1.0834884490966772,3.358834091186523,adolescent,335,209,544
3.7019517211914206,0.17969319152832952,0.3896343841552863,2.797606338500998,adult,5529,3574,9103
4.572468292236337,1.409455703735361,0.059176956176756335,2.7629120178222593,adventurer,192,152,344
4.368214294433599,1.3448847656249967,0.23741386413571774,2.764045516967755,adversary,196,197,393
3.2895498504638567,-0.844920883178716,-2.1873321533203125,1.8059706726074012,advocate,1365,653,2018
4.199716461181637,1.4205642852783171,-1.0177355957031295,1.5749182281494143,agent,5241,3117,8358
4.620872222900388,0.8010204620361066,-0.16849552917479116,2.116921096801775,aggregator,443,12,455
3.4761619567871094,-0.6755030822754122,-0.6644609985351622,2.344434051513673,agnostic,128,33,161
4.6777732238769545,1.3104664001464812,0.12761695861816236,2.8011454315185347,agonist,74,65,139
3.5169295654296917,0.12160487365721906,-0.64222911071775,2.5216352691650314,albino,85,11,96
3.6136868743896287,0.05899244689942407,-0.50332194519045,2.4333444061279295,alchemist,112,43,155
4.02991314697266,0.9807290039062337,-0.5496335601806521,1.9165054168701374,alien,3286,1309,4595
3.3898507537841596,0.1624741516113346,-1.468257400512698,2.301181259155271,allocator,40,39,79
3.7504876556396454,0.3476745910644752,0.10226252746579689,2.64962219238285,amateur,2233,232,2465
